branch,order_id,order_dt,category,menu,sweet_level,qty,price,cost,trans_type,payment,gender,membership,order_wait_time
beta,beta22-003792,2022-02-14 11:12:00,tea,Bubble Tea,0.75,2,70,30,eat in,mobile,M,True,4.908927006086983
beta,beta22-003793,2022-02-14 11:19:00,coffee,Mocha,0.0,2,70,35,eat in,cash,F,True,2.221233516209002
beta,beta22-003794,2022-02-14 11:20:00,smoothie,Kiwi Smoothie,0.25,2,90,50,eat in,mobile,M,True,4.527737322052634
beta,beta22-003795,2022-02-14 11:23:00,tea,Yuzu Tea,0.75,1,70,30,delivery,mobile,M,False,4.440633061004691
beta,beta22-003796,2022-02-14 11:26:00,coffee,Mocha,0.75,1,70,35,delivery,mobile,F,True,6.672567645907986
beta,beta22-003797,2022-02-14 11:27:00,coffee,Cappuccino,0.25,1,75,40,to go,mobile,M,True,4.945728954988981
beta,beta22-003798,2022-02-14 11:38:00,coffee,Latte,0.0,1,70,35,to go,mobile,F,True,2.6777326731705338
beta,beta22-003799,2022-02-14 11:39:00,coffee,Espresso,0.75,1,55,30,to go,mobile,M,False,4.901406514733448
beta,beta22-003800,2022-02-14 11:51:00,tea,Bubble Tea,0.75,2,70,30,to go,mobile,F,True,4.939615122663123
beta,beta22-003801,2022-02-14 11:52:00,tea,Thai Tea,0.75,1,70,30,eat in,mobile,F,True,3.223693896587752
beta,beta22-003802,2022-02-14 11:52:00,coffee,Mocha,0.75,2,70,35,eat in,mobile,F,True,6.110557334413593
beta,beta22-003803,2022-02-14 11:56:00,tea,Bubble Tea,0.75,1,70,30,to go,mobile,F,False,6.330533182856152
beta,beta22-003804,2022-02-14 12:04:00,smoothie,Strawberry Smoothie,0.25,1,85,45,eat in,mobile,F,True,6.144095796753829
beta,beta22-003805,2022-02-14 12:04:00,coffee,Iced Coffee,0.25,1,60,30,eat in,mobile,M,True,2.7961342938689517
beta,beta22-003806,2022-02-14 12:10:00,bakery,Donut,,3,40,15,to go,mobile,M,False,4.063213757453535
beta,beta22-003806,2022-02-14 12:10:00,smoothie,Strawberry Smoothie,0.75,3,85,45,to go,mobile,M,False,5.563213757453535
beta,beta22-003807,2022-02-14 12:10:00,tea,Green Tea,0.0,3,65,30,to go,mobile,M,True,6.258252358923273
beta,beta22-003808,2022-02-14 12:11:00,tea,Black Tea,0.5,2,45,20,to go,gift card,M,True,5.051582028766373
beta,beta22-003809,2022-02-14 12:17:00,coffee,Latte,1.0,2,70,35,eat in,mobile,F,False,5.848475599932862
beta,beta22-003810,2022-02-14 12:24:00,bakery,Muffin,,1,60,30,eat in,mobile,M,False,2.7583000853074173
beta,beta22-003810,2022-02-14 12:24:00,tea,Thai Tea,0.5,1,70,30,eat in,mobile,M,False,4.258300085307417
beta,beta22-003811,2022-02-14 12:28:00,tea,Yuzu Tea,0.75,2,70,30,eat in,mobile,F,True,4.538996470034573
beta,beta22-003812,2022-02-14 12:36:00,tea,Bubble Tea,0.5,3,70,30,to go,mobile,F,True,7.862813470828012
beta,beta22-003813,2022-02-14 12:39:00,tea,Thai Tea,1.0,1,70,30,to go,mobile,F,True,6.388262778309934
beta,beta22-003814,2022-02-14 12:40:00,coffee,Iced Coffee,0.75,3,60,30,to go,mobile,M,True,9.165318925821389
beta,beta22-003815,2022-02-14 12:47:00,tea,Green Tea,0.25,1,65,30,to go,mobile,F,True,6.8405190400537474
beta,beta22-003816,2022-02-14 12:49:00,tea,Bubble Tea,0.75,1,70,30,to go,credit card,M,True,5.491997421441826
beta,beta22-003817,2022-02-14 12:50:00,tea,Yuzu Tea,0.75,1,70,30,to go,mobile,F,True,5.581940188937104
beta,beta22-003818,2022-02-14 12:53:00,smoothie,Kiwi Smoothie,0.75,1,90,50,to go,mobile,F,True,3.9716611475915125
beta,beta22-003819,2022-02-14 12:55:00,tea,Bubble Tea,0.0,2,70,30,eat in,mobile,M,True,5.152840729620279
beta,beta22-003820,2022-02-14 12:57:00,smoothie,Mango Smoothie,0.75,1,90,45,to go,mobile,F,True,6.00113843623338
beta,beta22-003900,2022-02-15 11:05:00,tea,Jasmine Tea,0.0,1,55,25,to go,cash,M,True,4.428971131794405
beta,beta22-003901,2022-02-15 11:08:00,coffee,Iced Coffee,0.75,4,60,30,to go,mobile,F,True,9.88032943857898
beta,beta22-003902,2022-02-15 11:27:00,coffee,Iced Coffee,0.75,1,60,30,eat in,mobile,M,True,5.847658262258117
beta,beta22-003903,2022-02-15 11:32:00,coffee,Mocha,0.75,3,70,35,to go,mobile,F,False,7.5046210507990825
beta,beta22-003904,2022-02-15 11:34:00,bakery,Sandwich,,2,80,30,delivery,credit card,F,False,3.7024312509793558
beta,beta22-003904,2022-02-15 11:34:00,coffee,Mocha,0.75,3,70,35,delivery,credit card,F,False,6.702431250979355
beta,beta22-003904,2022-02-15 11:34:00,tea,Green Tea,0.75,2,65,30,delivery,credit card,F,False,5.202431250979355
beta,beta22-003905,2022-02-15 11:38:00,tea,Green Tea,0.75,1,65,30,eat in,mobile,F,True,7.35086953361815
beta,beta22-003906,2022-02-15 11:40:00,tea,Black Tea,0.75,1,45,20,to go,mobile,F,True,2.605887724814865
beta,beta22-003907,2022-02-15 11:43:00,tea,Thai Tea,0.5,1,70,30,eat in,mobile,F,True,2.751732500981056
beta,beta22-003908,2022-02-15 11:45:00,bakery,Cookies,,2,85,45,to go,cash,M,False,6.6776300456572075
beta,beta22-003909,2022-02-15 12:05:00,coffee,Mocha Cold Brew,0.25,1,165,55,delivery,mobile,F,True,6.522673001380747
beta,beta22-003909,2022-02-15 12:05:00,tea,Bubble Tea,0.25,2,70,30,delivery,mobile,F,True,8.022673001380747
beta,beta22-003910,2022-02-15 12:06:00,coffee,Mocha,0.5,1,70,35,to go,credit card,M,True,3.0500303994883247
beta,beta22-003911,2022-02-15 12:24:00,tea,Bubble Tea,0.25,1,70,30,delivery,credit card,F,True,5.208010214726726
beta,beta22-003912,2022-02-15 12:27:00,tea,Green Tea,0.5,2,65,30,to go,mobile,F,True,6.670131577748094
beta,beta22-003913,2022-02-15 12:27:00,bakery,Sandwich,,2,80,30,to go,mobile,M,False,8.003828698182774
beta,beta22-003913,2022-02-15 12:27:00,coffee,Espresso,0.25,2,55,30,to go,mobile,M,False,9.503828698182774
beta,beta22-003914,2022-02-15 12:35:00,coffee,Iced Coffee,0.25,1,60,30,eat in,mobile,F,True,7.428825759981677
beta,beta22-003915,2022-02-15 12:36:00,coffee,Mocha,0.75,1,70,35,eat in,mobile,F,True,6.885021247447256
beta,beta22-003916,2022-02-15 12:37:00,smoothie,Kiwi Smoothie,0.25,1,90,50,to go,mobile,F,True,2.7532532202807314
beta,beta22-003917,2022-02-15 12:52:00,bakery,Muffin,,2,60,30,to go,cash,M,True,1.8319044856953104
beta,beta22-003918,2022-02-15 12:53:00,tea,Green Tea,0.75,2,65,30,eat in,cash,M,True,4.690910516625243
beta,beta22-003919,2022-02-15 12:53:00,coffee,Latte,0.75,2,70,35,to go,mobile,F,False,5.306176663076151
beta,beta22-003992,2022-02-16 11:09:00,bakery,Donut,,1,40,15,delivery,mobile,F,True,6.433181937335245
beta,beta22-003992,2022-02-16 11:09:00,coffee,Mocha,0.75,1,70,35,delivery,mobile,F,True,7.933181937335245
beta,beta22-003993,2022-02-16 11:18:00,coffee,Cappuccino,0.5,1,75,40,eat in,mobile,F,True,6.240554909315692
beta,beta22-003994,2022-02-16 11:18:00,tea,Bubble Tea,0.0,1,70,30,eat in,mobile,F,True,5.514586540210058
beta,beta22-003995,2022-02-16 11:29:00,bakery,Croissant,,1,85,50,to go,mobile,M,True,4.146215033258244
beta,beta22-003995,2022-02-16 11:29:00,bakery,Muffin,,1,60,30,to go,mobile,M,True,5.646215033258244
beta,beta22-003996,2022-02-16 11:30:00,tea,Bubble Tea,0.25,2,70,30,to go,cash,M,True,5.456321661091385
beta,beta22-003997,2022-02-16 11:31:00,tea,Bubble Tea,0.5,1,70,30,eat in,mobile,F,True,5.002639580415503
beta,beta22-003998,2022-02-16 11:45:00,coffee,Mocha,1.0,2,70,35,eat in,mobile,F,True,6.092258717590014
beta,beta22-003999,2022-02-16 11:45:00,tea,Bubble Tea,1.0,1,70,30,eat in,mobile,M,False,3.220482455111812
beta,beta22-004000,2022-02-16 11:46:00,coffee,Black Coffee,1.0,2,45,20,to go,mobile,M,True,7.402786192511515
beta,beta22-004000,2022-02-16 11:46:00,bakery,Sandwich,,2,80,30,to go,mobile,M,True,8.902786192511515
beta,beta22-004001,2022-02-16 11:48:00,bakery,Donut,,1,40,15,eat in,mobile,M,True,3.3954136889950752
beta,beta22-004001,2022-02-16 11:48:00,coffee,Espresso,0.0,1,55,30,eat in,mobile,M,True,4.895413688995076
beta,beta22-004002,2022-02-16 11:53:00,tea,Thai Tea,1.0,7,70,30,to go,mobile,F,False,12.695014253372925
beta,beta22-004003,2022-02-16 12:22:00,coffee,Iced Coffee,0.0,2,60,30,eat in,cash,F,True,2.657393303008166
beta,beta22-004004,2022-02-16 12:24:00,tea,Bubble Tea,0.25,1,70,30,to go,mobile,F,True,6.589066269326252
beta,beta22-004005,2022-02-16 12:24:00,tea,Jasmine Tea,0.5,1,55,25,eat in,mobile,F,True,7.337152822345788
beta,beta22-004006,2022-02-16 12:36:00,tea,Yuzu Tea,0.5,3,70,30,to go,mobile,F,True,5.281337018360908
beta,beta22-004007,2022-02-16 12:38:00,tea,Bubble Tea,0.0,1,70,30,to go,mobile,F,True,4.163683116897555
beta,beta22-004007,2022-02-16 12:38:00,bakery,Sandwich,,1,80,30,to go,mobile,F,True,5.663683116897555
beta,beta22-004008,2022-02-16 12:39:00,tea,Yuzu Tea,0.75,2,70,30,eat in,mobile,F,True,7.807168871230067
beta,beta22-004053,2022-02-17 11:11:00,coffee,Espresso,0.75,2,55,30,eat in,mobile,F,True,6.434761804351911
beta,beta22-004054,2022-02-17 11:12:00,bakery,Sandwich,,1,80,30,to go,mobile,F,True,3.522995061909306
beta,beta22-004054,2022-02-17 11:12:00,coffee,Mocha,0.75,1,70,35,to go,mobile,F,True,5.022995061909306
beta,beta22-004055,2022-02-17 11:17:00,tea,Thai Tea,0.75,1,70,30,eat in,mobile,M,True,3.4756593799280244
beta,beta22-004056,2022-02-17 11:23:00,tea,Thai Tea,0.75,1,70,30,to go,credit card,F,True,3.0719382634880104
beta,beta22-004057,2022-02-17 11:30:00,smoothie,Kiwi Smoothie,0.75,1,90,50,to go,mobile,F,True,5.022515769931376
beta,beta22-004057,2022-02-17 11:30:00,bakery,Croissant,,1,85,50,to go,mobile,F,True,6.522515769931376
beta,beta22-004058,2022-02-17 11:45:00,coffee,Mocha,0.75,1,70,35,eat in,mobile,M,True,2.9377702208914154
beta,beta22-004059,2022-02-17 11:47:00,tea,Thai Tea,0.25,1,70,30,delivery,mobile,F,False,6.231961491429306
beta,beta22-004059,2022-02-17 11:47:00,bakery,Donut,,3,40,15,delivery,mobile,F,False,9.231961491429306
beta,beta22-004060,2022-02-17 11:51:00,bakery,Muffin,,3,60,30,to go,gift card,M,True,8.015726329582815
beta,beta22-004060,2022-02-17 11:51:00,tea,Bubble Tea,0.75,3,70,30,to go,gift card,M,True,9.515726329582815
beta,beta22-004061,2022-02-17 11:54:00,bakery,Sandwich,,2,80,30,to go,gift card,M,True,5.3488777377567605
beta,beta22-004061,2022-02-17 11:54:00,coffee,Mocha,0.25,2,70,35,to go,gift card,M,True,6.8488777377567605
beta,beta22-004062,2022-02-17 11:56:00,smoothie,Kiwi Smoothie,0.75,2,90,50,eat in,gift card,M,True,8.176689513538122
beta,beta22-004063,2022-02-17 12:00:00,smoothie,Mango Smoothie,0.75,2,90,45,eat in,cash,F,True,5.728866811395665
beta,beta22-004064,2022-02-17 12:03:00,tea,Yuzu Tea,0.5,1,70,30,eat in,mobile,F,True,4.490534736256112
beta,beta22-004065,2022-02-17 12:05:00,bakery,Sandwich,,1,80,30,to go,mobile,F,False,4.2851531971601675
beta,beta22-004065,2022-02-17 12:05:00,coffee,Cappuccino,0.5,1,75,40,to go,mobile,F,False,5.7851531971601675
beta,beta22-004066,2022-02-17 12:06:00,coffee,Mocha,0.75,1,70,35,eat in,mobile,F,True,3.69868985159644
beta,beta22-004067,2022-02-17 12:07:00,coffee,Mocha Cold Brew,0.5,3,165,55,to go,mobile,M,True,7.801967696947368
beta,beta22-004068,2022-02-17 12:19:00,tea,Black Tea,0.75,1,45,20,to go,mobile,F,True,6.114569853877689
beta,beta22-004069,2022-02-17 12:28:00,tea,Bubble Tea,0.75,2,70,30,to go,mobile,M,True,2.5126358816091465
beta,beta22-004070,2022-02-17 12:33:00,bakery,Donut,,2,40,15,to go,mobile,M,True,4.485912487823461
beta,beta22-004070,2022-02-17 12:33:00,tea,Bubble Tea,0.5,2,70,30,to go,mobile,M,True,5.985912487823461
beta,beta22-004071,2022-02-17 12:38:00,coffee,Mocha,0.25,1,70,35,to go,mobile,M,False,4.970290377901121
beta,beta22-004072,2022-02-17 12:38:00,tea,Green Tea,0.75,1,65,30,to go,mobile,F,True,4.972746119782191
beta,beta22-004073,2022-02-17 12:40:00,smoothie,Kiwi Smoothie,0.75,3,90,50,to go,mobile,M,True,8.435976650672538
beta,beta22-004074,2022-02-17 12:43:00,bakery,Croissant,,2,85,50,eat in,mobile,F,False,4.755747915856888
beta,beta22-004074,2022-02-17 12:43:00,coffee,Cappuccino,0.75,2,75,40,eat in,mobile,F,False,6.255747915856888
beta,beta22-004075,2022-02-17 12:44:00,bakery,Croissant,,2,85,50,eat in,mobile,F,True,1.419408299857515
beta,beta22-004076,2022-02-17 12:47:00,coffee,Iced Coffee,0.5,1,60,30,eat in,cash,F,False,5.403309253830901
beta,beta22-004077,2022-02-17 12:50:00,coffee,Iced Coffee,1.0,1,60,30,delivery,mobile,F,False,7.635487104111996
beta,beta22-004078,2022-02-17 12:50:00,tea,Yuzu Tea,0.75,2,70,30,eat in,mobile,F,True,7.32047725306635
beta,beta22-004079,2022-02-17 12:54:00,tea,Thai Tea,0.25,3,70,30,to go,mobile,M,True,7.262045074943209
beta,beta22-004152,2022-02-18 11:08:00,tea,Bubble Tea,0.75,1,70,30,to go,mobile,M,True,4.230237360835234
beta,beta22-004153,2022-02-18 11:09:00,tea,Bubble Tea,0.75,1,70,30,eat in,mobile,M,True,5.077974719521249
beta,beta22-004154,2022-02-18 11:22:00,tea,Thai Tea,0.5,2,70,30,to go,mobile,M,True,3.139896920408525
beta,beta22-004155,2022-02-18 11:41:00,smoothie,Kiwi Smoothie,1.0,1,90,50,eat in,mobile,F,True,6.293877779388087
beta,beta22-004156,2022-02-18 11:41:00,smoothie,Strawberry Smoothie,0.75,1,85,45,to go,mobile,F,True,3.8620840915699657
beta,beta22-004157,2022-02-18 11:45:00,coffee,Latte,0.0,2,70,35,eat in,mobile,M,True,2.701806479923785
beta,beta22-004158,2022-02-18 11:50:00,tea,Green Tea,0.75,2,65,30,to go,mobile,F,True,6.033752070680428
beta,beta22-004159,2022-02-18 11:57:00,tea,Thai Tea,0.75,2,70,30,eat in,mobile,M,True,3.914856126559836
beta,beta22-004160,2022-02-18 12:01:00,coffee,Mocha,0.5,1,70,35,to go,mobile,F,False,5.413300563450156
beta,beta22-004161,2022-02-18 12:05:00,bakery,Muffin,,1,60,30,to go,mobile,F,True,5.786935218562596
beta,beta22-004162,2022-02-18 12:06:00,tea,Yuzu Tea,0.75,4,70,30,to go,mobile,F,True,6.582413364041443
beta,beta22-004163,2022-02-18 12:10:00,tea,Yuzu Tea,0.25,1,70,30,eat in,mobile,M,True,2.9125087015285307
beta,beta22-004164,2022-02-18 12:19:00,bakery,Donut,,1,40,15,to go,mobile,F,True,1.993738098270316
beta,beta22-004165,2022-02-18 12:22:00,tea,Yuzu Tea,0.75,2,70,30,eat in,mobile,M,True,5.441333793310321
beta,beta22-004166,2022-02-18 12:25:00,coffee,Iced Coffee,0.0,1,60,30,to go,mobile,F,False,6.627125692997684
beta,beta22-004167,2022-02-18 12:26:00,coffee,Mocha,1.0,2,70,35,eat in,mobile,M,False,3.8508425481260984
beta,beta22-004167,2022-02-18 12:26:00,bakery,Donut,,2,40,15,eat in,mobile,M,False,5.350842548126098
beta,beta22-004168,2022-02-18 12:27:00,coffee,Mocha Cold Brew,0.25,1,165,55,to go,mobile,F,True,2.954890459519099
beta,beta22-004169,2022-02-18 12:30:00,smoothie,Strawberry Smoothie,0.25,1,85,45,delivery,mobile,F,True,4.977311121243065
beta,beta22-004170,2022-02-18 12:36:00,coffee,Mocha,0.0,2,70,35,to go,mobile,M,True,5.154659245464152
beta,beta22-004171,2022-02-18 12:40:00,tea,Bubble Tea,0.5,1,70,30,delivery,mobile,M,True,5.867316332869171
beta,beta22-004171,2022-02-18 12:40:00,bakery,Cheese Cake,,2,120,80,delivery,mobile,M,True,7.367316332869171
beta,beta22-004172,2022-02-18 12:42:00,coffee,Classic Black Cold Brew,0.75,1,100,35,eat in,mobile,F,True,7.294995534788958
beta,beta22-004173,2022-02-18 12:47:00,coffee,Iced Coffee,0.75,1,60,30,to go,mobile,F,False,5.672985495888078
beta,beta22-004173,2022-02-18 12:47:00,bakery,Donut,,1,40,15,to go,mobile,F,False,7.172985495888078
beta,beta22-004174,2022-02-18 12:48:00,coffee,Cappuccino,1.0,1,75,40,delivery,gift card,F,True,6.513816205040918
beta,beta22-004175,2022-02-18 12:48:00,tea,Green Tea,0.5,1,65,30,eat in,mobile,F,False,5.129783798566773
beta,beta22-004176,2022-02-18 12:50:00,tea,Thai Tea,0.75,1,70,30,to go,mobile,M,True,5.572844894639208
beta,beta22-004177,2022-02-18 12:53:00,smoothie,Kiwi Smoothie,1.0,1,90,50,eat in,mobile,M,False,6.836069653167494
beta,beta22-004178,2022-02-18 12:55:00,coffee,Espresso,0.75,2,55,30,eat in,mobile,F,True,3.063155902925538
beta,beta22-004249,2022-02-19 11:00:00,coffee,Latte,0.75,1,70,35,delivery,mobile,M,True,3.8432382054035283
beta,beta22-004250,2022-02-19 11:03:00,coffee,Mocha Cold Brew,0.75,3,165,55,to go,mobile,F,True,7.66239827178627
beta,beta22-004251,2022-02-19 11:05:00,coffee,Mocha,0.75,1,70,35,to go,mobile,F,True,4.278979756036105
beta,beta22-004252,2022-02-19 11:15:00,bakery,Muffin,,2,60,30,eat in,mobile,M,False,3.9095480450503355
beta,beta22-004253,2022-02-19 11:33:00,tea,Thai Tea,1.0,1,70,30,to go,mobile,M,True,5.795178182612773
beta,beta22-004254,2022-02-19 11:41:00,coffee,Mocha,0.25,1,70,35,eat in,mobile,F,True,3.972261782439796
beta,beta22-004255,2022-02-19 11:42:00,coffee,Mocha,0.25,1,70,35,eat in,credit card,M,True,8.869259369576147
beta,beta22-004256,2022-02-19 11:44:00,tea,Bubble Tea,0.75,2,70,30,to go,mobile,M,False,5.866856140672933
beta,beta22-004257,2022-02-19 11:49:00,coffee,Mocha,0.0,1,70,35,delivery,mobile,F,True,4.760844311104218
beta,beta22-004257,2022-02-19 11:49:00,tea,Yuzu Tea,0.25,2,70,30,delivery,mobile,F,True,6.260844311104218
beta,beta22-004258,2022-02-19 12:18:00,coffee,Latte,0.0,1,70,35,to go,mobile,F,False,4.729928866853159
beta,beta22-004259,2022-02-19 12:28:00,bakery,Sandwich,,1,80,30,eat in,mobile,F,True,4.085113233908883
beta,beta22-004259,2022-02-19 12:28:00,tea,Green Tea,0.25,1,65,30,eat in,mobile,F,True,5.585113233908883
beta,beta22-004260,2022-02-19 12:29:00,tea,Yuzu Tea,0.0,3,70,30,to go,mobile,F,True,5.406202412907552
beta,beta22-004261,2022-02-19 12:30:00,coffee,Latte,0.75,2,70,35,eat in,credit card,F,False,4.791889765633519
beta,beta22-004262,2022-02-19 12:40:00,coffee,Black Coffee,0.75,1,45,20,delivery,mobile,M,True,4.616603536305366
beta,beta22-004263,2022-02-19 12:41:00,bakery,Cookies,,2,85,45,eat in,mobile,F,True,7.997416513218184
beta,beta22-004264,2022-02-19 12:47:00,smoothie,Kiwi Smoothie,0.0,1,90,50,to go,mobile,M,False,5.008891156065225
beta,beta22-004265,2022-02-19 12:51:00,coffee,Espresso,0.75,1,55,30,to go,mobile,F,True,6.433480422735434
beta,beta22-004266,2022-02-19 12:51:00,tea,Thai Tea,0.75,1,70,30,eat in,mobile,F,True,5.276821877959823
beta,beta22-004303,2022-02-20 11:31:00,bakery,Cheese Cake,,1,120,80,eat in,mobile,M,True,4.009521561854453
beta,beta22-004304,2022-02-20 11:32:00,smoothie,Kiwi Smoothie,1.0,1,90,50,to go,mobile,M,True,5.482053254678319
beta,beta22-004304,2022-02-20 11:32:00,bakery,Sandwich,,1,80,30,to go,mobile,M,True,6.982053254678319
beta,beta22-004305,2022-02-20 11:37:00,smoothie,Kiwi Smoothie,0.5,1,90,50,to go,gift card,M,True,3.405596655176187
beta,beta22-004305,2022-02-20 11:37:00,bakery,Cookies,,1,85,45,to go,gift card,M,True,4.905596655176187
beta,beta22-004306,2022-02-20 11:38:00,smoothie,Mango Smoothie,1.0,1,90,45,to go,mobile,F,True,3.7586209168481473
beta,beta22-004307,2022-02-20 11:55:00,coffee,Latte,0.75,1,70,35,eat in,mobile,F,True,5.752834865124755
beta,beta22-004308,2022-02-20 12:48:00,coffee,Mocha Cold Brew,0.75,2,165,55,eat in,mobile,M,True,2.55845082287133
beta,beta22-004309,2022-02-20 12:48:00,coffee,Iced Coffee,0.75,2,60,30,eat in,cash,F,True,2.9516535459586963
beta,beta22-004310,2022-02-20 12:53:00,coffee,Mocha,0.75,1,70,35,eat in,mobile,M,True,7.125311899522339
beta,beta22-004358,2022-02-21 11:09:00,coffee,Espresso,0.75,3,55,30,to go,mobile,F,True,6.49137052260533
beta,beta22-004359,2022-02-21 11:31:00,smoothie,Kiwi Smoothie,0.0,2,90,50,to go,mobile,F,True,4.630110441818085
beta,beta22-004360,2022-02-21 11:42:00,tea,Green Tea,0.25,2,65,30,eat in,mobile,F,True,5.286005919151951
beta,beta22-004361,2022-02-21 11:46:00,bakery,Donut,,1,40,15,to go,mobile,F,True,5.85046401186218
beta,beta22-004361,2022-02-21 11:46:00,coffee,Iced Coffee,0.75,1,60,30,to go,mobile,F,True,7.35046401186218
beta,beta22-004362,2022-02-21 11:47:00,tea,Bubble Tea,0.75,1,70,30,to go,mobile,F,False,6.394650413010583
beta,beta22-004363,2022-02-21 11:49:00,bakery,Croissant,,1,85,50,to go,mobile,M,True,6.931885391528489
beta,beta22-004364,2022-02-21 11:49:00,bakery,Cookies,,1,85,45,to go,mobile,F,True,2.2183346410417863
beta,beta22-004364,2022-02-21 11:49:00,smoothie,Strawberry Smoothie,0.25,1,85,45,to go,mobile,F,True,3.7183346410417863
beta,beta22-004365,2022-02-21 11:50:00,tea,Bubble Tea,0.75,2,70,30,to go,mobile,M,True,3.829586245307573
beta,beta22-004366,2022-02-21 11:50:00,coffee,Iced Coffee,0.75,1,60,30,to go,cash,M,True,5.678856759129098
beta,beta22-004367,2022-02-21 11:52:00,coffee,Iced Coffee,0.75,1,60,30,eat in,mobile,M,True,3.136219920730192
beta,beta22-004368,2022-02-21 11:53:00,bakery,Sandwich,,2,80,30,eat in,mobile,F,True,6.952177161746068
beta,beta22-004368,2022-02-21 11:53:00,coffee,Mocha,0.75,2,70,35,eat in,mobile,F,True,8.452177161746068
beta,beta22-004369,2022-02-21 11:59:00,coffee,Latte,0.75,1,70,35,eat in,mobile,M,True,3.5478564802980834
beta,beta22-004370,2022-02-21 12:05:00,tea,Thai Tea,0.75,2,70,30,eat in,mobile,F,True,8.794989051979002
beta,beta22-004371,2022-02-21 12:09:00,bakery,Muffin,,1,60,30,eat in,credit card,F,True,5.406955531287009
beta,beta22-004371,2022-02-21 12:09:00,bakery,Cookies,,1,85,45,eat in,credit card,F,True,6.906955531287009
beta,beta22-004372,2022-02-21 12:11:00,tea,Green Tea,0.0,1,65,30,to go,mobile,F,True,3.3986710334935655
beta,beta22-004373,2022-02-21 12:13:00,coffee,Iced Coffee,0.75,2,60,30,eat in,mobile,F,True,4.857348790712166
beta,beta22-004374,2022-02-21 12:14:00,bakery,Sandwich,,1,80,30,eat in,mobile,F,True,4.334055371326661
beta,beta22-004374,2022-02-21 12:14:00,coffee,Iced Coffee,0.75,1,60,30,eat in,mobile,F,True,5.834055371326661
beta,beta22-004375,2022-02-21 12:16:00,coffee,Latte,0.0,2,70,35,eat in,mobile,F,True,6.944091510739304
beta,beta22-004376,2022-02-21 12:17:00,tea,Thai Tea,0.0,2,70,30,eat in,mobile,M,True,5.068492737743163
beta,beta22-004377,2022-02-21 12:18:00,tea,Bubble Tea,0.75,3,70,30,to go,mobile,F,True,5.7394990789226
